name,description,alias,type,has_cli,has_native_addon,has_wasm,related
array/base/zeros5d,Create a zero-filled five-dimensional nested array.,base.azeros5d,Function,false,false,false,array/base/zeros;array/base/ones5d;array/base/zeros2d;array/base/zeros3d;array/base/zeros4d;array/base/zerosnd
array/base/zerosnd,Create a zero-filled n-dimensional nested array.,base.azerosnd,Function,false,false,false,array/base/zeros;array/base/onesnd;array/base/zeros2d;array/base/zeros3d;array/base/zeros4d;array/base/zeros5d
array/base/zip,Zip one or more arrays.,,,false,false,false,
array/base/zip2object,Create an object from a provided list of properties and a provided list of corresponding values.,,,false,false,false,
array/base/zip2objects,Zip one or more arrays to an array of objects.,,,false,false,false,
array/base/zip2views,Zip one or more arrays to an array of composite views.,,,false,false,false,
array/bool,BooleanArray.,BooleanArray,Function,false,false,false,array/buffer
array/buffer,ArrayBuffer.,ArrayBuffer,Function,false,false,false,buffer/ctor;array/float32;array/float64;array/int16;array/int32;array/int8;array/shared-buffer;array/uint16;array/uint32;array/uint8;array/uint8c
array/byte-orders,List of byte orders.,,,false,false,false,
array/cartesian-power,Return the Cartesian power.,acartesianPower,Function,false,false,false,array/cartesian-product;array/cartesian-square
array/cartesian-product,Return the Cartesian product.,acartesianProduct,Function,false,false,false,array/cartesian-power;array/cartesian-square
array/cartesian-square,Return the Cartesian square.,acartesianSquare,Function,false,false,false,array/cartesian-power;array/cartesian-product
array/complex128,Complex128Array.,Complex128Array,Function,false,false,false,array/complex64;complex/cmplx;complex/float64/ctor
array/complex64,Complex64Array.,Complex64Array,Function,false,false,false,array/complex128;complex/cmplx;complex/float32/ctor
array/convert-same,Convert an array to the same data type as a second input array.,convertArraySame,Function,false,false,false,array/convert
array/convert,Convert an array to an array of a different data type.,convertArray,Function,false,false,false,array/convert-same
array/ctors,Array constructors.,arrayCtors,Function,false,false,false,array/typed-ctors
array/dataview,DataView.,DataView,Function,false,false,false,array/buffer;array/typed
array/datespace,Generate an array of linearly spaced dates.,datespace,Function,false,false,false,array/linspace;array/logspace
array/defaults,Default array settings.,,,false,false,false,
array/dtype,Return the data type of an array.,arrayDataType,Function,false,false,false,array/dtypes
array/dtypes,List of array data types.,arrayDataTypes,Function,false,false,false,array/typed-dtypes;ndarray/dtypes
array/empty-like,Create an uninitialized array having the same length and data type as a provided array.,aemptyLike,Function,false,false,false,array/empty;array/full-like;array/ones-like;array/zeros-like;ndarray/empty-like
array/empty,Create an uninitialized array having a specified length.,aempty,Function,false,false,false,array/empty-like;array/full;array/ones;array/zeros;ndarray/empty
array/filled-by,Create a filled array according to a provided callback function.,filledarrayBy,Function,false,false,false,array/filled;array/typed
array/filled,Create a filled array.,filledarray,Function,false,false,false,array/filled-by;array/typed
array/fixed-endian-factory,Return a typed array constructor for creating typed arrays having a specified byte order.,,,false,false,false,
array/fixed-endian-float32,Float32Array having a specified byte order.,Float32ArrayFE,Function,false,false,false,array/fixed-endian-float64;array/float32
array/fixed-endian-float64,Float64Array having a specified byte order.,Float64ArrayFE,Function,false,false,false,array/fixed-endian-float32;array/float64
array/float32,Float32Array.,Float32Array,Function,false,false,false,array/buffer;array/float64;array/int16;array/int32;array/int8;array/uint16;array/uint32;array/uint8;array/uint8c
array/float64,Float64Array.,Float64Array,Function,false,false,false,array/buffer;array/float32;array/int16;array/int32;array/int8;array/uint16;array/uint32;array/uint8;array/uint8c
array/from-iterator,Create (or fill) an array from an iterator.,iterator2array,Function,false,false,false,array/to-iterator;iter/to-array-view
array/from-scalar,Create a single-element array containing a provided scalar value.,scalar2array,Function,false,false,false,array/from-iterator
array/full-like,Create a filled array having the same length and data type as a provided array.,afullLike,Function,false,false,false,array/full;array/ones-like;array/zeros-like
array/full,Create a filled array having a specified length.,afull,Function,false,false,false,array/full-like;array/ones;array/zeros
array/incrspace,Generate a linearly spaced numeric array using a provided increment.,incrspace,Function,false,false,false,array/linspace;array/logspace
array/index,Array index constructor.,ArrayIndex,Function,false,false,false,array/to-fancy
array/int16,Int16Array.,Int16Array,Function,false,false,false,array/buffer;array/float32;array/float64;array/int32;array/int8;array/uint16;array/uint32;array/uint8;array/uint8c
array/int32,Int32Array.,Int32Array,Function,false,false,false,array/buffer;array/float32;array/float64;array/int16;array/int8;array/uint16;array/uint32;array/uint8;array/uint8c
