name,description,alias,type,has_cli,has_native_addon,has_wasm,related
blas/base/srot,Apply a plane rotation.,,,false,true,false,
blas/base/srotg,Construct a Givens plane rotation.,,,false,false,false,
blas/base/srotm,Apply a modified Givens transformation.,,,false,true,false,
blas/base/sscal,Multiply a single-precision floating-point vector by a constant.,base.strided.sscal,Function,false,true,false,blas/base/daxpy;blas/base/dscal;blas/base/gscal;blas/base/saxpy
blas/base/sspmv,"Perform the matrix-vector operation `y = α*A*x + β*y` where `α` and `β` are scalars, `x` and `y` are `N` element vectors, and `A` is an `N` by `N` symmetric matrix supplied in packed form.",,,false,false,false,
blas/base/sspr,Perform the symmetric rank 1 operation `A = α*x*x^T + A`.,,,false,true,false,
blas/base/sswap,Interchange two single-precision floating-point vectors.,base.strided.sswap,Function,false,true,false,blas/base/dswap;blas/base/gswap;blas/base/scopy;blas/sswap
blas/base/ssymv,Perform the matrix-vector operation `y = α*A*x + β*y`.,,,false,false,false,
blas/base/ssyr,Perform the symmetric rank 1 operation `A = α*x*x^T + A`.,,,false,true,false,
blas/base/ssyr2,Perform the symmetric rank 2 operation `A = α*x*y^T + α*y*x^T + A`.,,,false,true,false,
blas/base/strmv,Perform one of the matrix-vector operations `x = A*x` or `x = A^T*x`.,,,false,false,false,
blas/base/strsv,Solve one of the systems of equations `A*x = b` or `A^T*x = b`.,,,false,false,false,
blas/base/transpose-operation-enum2str,Return the BLAS transpose operation string associated with a BLAS transpose operation enumeration constant.,,,false,false,false,
blas/base/transpose-operation-resolve-enum,Return the enumeration constant associated with a supported BLAS transpose operation value.,,,false,false,false,
blas/base/transpose-operation-resolve-str,Return the transpose operation string associated with a supported BLAS transpose operation value.,,,false,false,false,
blas/base/transpose-operation-str2enum,Return the enumeration constant associated with a BLAS transpose operation.,,,false,false,false,
blas/base/transpose-operations,BLAS transpose operations.,,,false,false,false,
blas/base/wasm/ccopy,Copy values from one complex single-precision floating-point vector to another complex single-precision floating-point vector.,,,false,false,true,
blas/base/wasm/cscal,Scale a single-precision complex floating-point vector by a single-precision complex floating-point constant.,,,false,false,true,
blas/base/wasm/csrot,Apply a plane rotation.,,,false,false,true,
blas/base/wasm/cswap,Interchange two complex single-precision floating-point vectors.,,,false,false,true,
blas/base/wasm/dasum,Compute the sum of absolute values.,,,false,false,true,
blas/base/wasm/daxpy,Multiply a vector `x` by a constant and add the result to `y`.,,,false,false,true,
blas/base/wasm/dcopy,Copy values from `x` into `y`.,,,false,false,true,
blas/base/wasm/ddot,Compute the dot product of `x` and `y`.,,,false,false,true,
blas/base/wasm/dnrm2,Calculate the L2-norm of a double-precision floating-point vector.,,,false,false,true,
blas/base/wasm/drot,Apply a plane rotation.,,,false,false,true,
blas/base/wasm/drotm,Apply a modified Givens transformation.,,,false,false,true,
blas/base/wasm/dscal,Multiply a vector `x` by a scalar `alpha`.,,,false,false,true,
blas/base/wasm/dsdot,Compute the dot product of `x` and `y` with extended accumulation and result.,,,false,false,true,
blas/base/wasm/dswap,Interchange two double-precision floating-point vectors.,,,false,false,true,
blas/base/wasm/dznrm2,Compute the L2-norm of a complex double-precision floating-point vector.,,,false,false,true,
blas/base/wasm/idamax,Find the index of the first element having the maximum absolute value.,,,false,false,true,
blas/base/wasm/isamax,Find the index of the first element having the maximum absolute value.,,,false,false,true,
blas/base/wasm,Basic linear algebra subprograms (BLAS) compiled to WebAssembly.,,,false,false,false,
blas/base/wasm/sasum,Compute the sum of absolute values.,,,false,false,true,
blas/base/wasm/saxpy,Multiply a vector `x` by a constant and add the result to `y`.,,,false,false,true,
blas/base/wasm/scasum,Compute the sum of the absolute values of the real and imaginary components of a single-precision complex floating-point vector.,,,false,false,true,
blas/base/wasm/scnrm2,Multiply a vector `x` by a scalar `alpha`.,,,false,false,true,
blas/base/wasm/scopy,Copy values from `x` into `y`.,,,false,false,true,
blas/base/wasm/sdot,Compute the dot product of `x` and `y`.,,,false,false,true,
blas/base/wasm/sdsdot,Calculate the dot product of two single-precision floating-point vectors with extended accumulation.,,,false,false,true,
blas/base/wasm/snrm2,Calculate the L2-norm of a single-precision floating-point vector.,,,false,false,true,
blas/base/wasm/srot,Apply a plane rotation.,,,false,false,true,
blas/base/wasm/srotm,Apply a modified Givens transformation.,,,false,false,true,
blas/base/wasm/sscal,Multiply a vector `x` by a scalar `alpha`.,,,false,false,true,
blas/base/wasm/sswap,Interchange two single-precision floating-point vectors.,,,false,false,true,
blas/base/wasm/zcopy,Copy values from one complex double-precision floating-point vector to another complex double-precision floating-point vector.,,,false,false,true,
blas/base/wasm/zdrot,Apply a plane rotation.,,,false,false,true,
blas/base/wasm/zscal,Scale a double-precision complex floating-point vector by a double-precision complex floating-point constant.,,,false,false,true,
blas/base/wasm/zswap,Interchange two complex double-precision floating-point vectors.,,,false,false,true,
blas/base/xerbla,Error handler for BLAS/LAPACK routines.,,,false,true,false,
blas/base/zaxpy,Scale a double-precision complex floating-point vector by a double-precision complex floating-point constant and add the result to a double-precision complex floating-point vector.,,,false,true,false,
blas/base/zcopy,Copy values from one complex double-precision floating-point vector to another complex double-precision floating-point vector.,,,false,true,false,
blas/base/zdrot,Apply a plane rotation.,,,false,true,false,
blas/base/zdscal,Scale a double-precision complex floating-point vector by a double-precision floating-point constant.,,,false,true,false,
blas/base/zscal,Scale a double-precision complex floating-point vector by a double-precision complex floating-point constant.,,,false,true,false,
blas/base/zswap,Interchange two complex double-precision floating-point vectors.,,,false,true,false,
blas/ddot,Calculate the dot product of two double-precision floating-point vectors.,ddot,Function,false,false,false,blas/base/ddot;blas/gdot;blas/sdot
blas/dswap,Interchange two double-precision floating-point vectors.,dswap,Function,false,false,false,blas/base/dswap;blas/gswap;blas/sswap
blas/ext/base/cfill,Fill a single-precision complex floating-point strided array with a specified scalar constant.,,,false,true,false,
blas/ext/base/cindex-of-row,Return the index of the first row in a single-precision complex floating-point input matrix which has the same elements as a provided search vector.,,,false,true,false,
blas/ext/base/cone-to,Fill a single-precision complex floating-point strided array with linearly spaced numeric elements which increment by `1` starting from one.,,,false,true,false,
blas/ext/base/csum,Calculate the sum of single-precision complex floating-point strided array elements.,,,false,true,false,
blas/ext/base/csumkbn,Calculate the sum of single-precision complex floating-point strided array elements using an improved Kahan–Babuška algorithm.,,,false,true,false,
blas/ext/base/cunitspace,Fill a single-precision complex floating-point strided array with linearly spaced numeric elements which increment by `1` starting from a specified value.,,,false,true,false,
blas/ext/base/czero-to,Fill a single-precision complex floating-point strided array with linearly spaced numeric elements which increment by `1` starting from zero.,,,false,true,false,
blas/ext/base/dapx,Add a scalar constant to each element in a double-precision floating-point strided array.,base.strided.dapx,Function,false,true,false,blas/ext/base/gapx;blas/ext/base/sapx
blas/ext/base/dapxsum,Add a scalar constant to each double-precision floating-point strided array element and compute the sum.,base.strided.dapxsum,Function,false,true,false,blas/ext/base/dapxsumpw;blas/ext/base/dsum;blas/ext/base/gapxsum;blas/ext/base/sapxsum
blas/ext/base/dapxsumkbn,Add a constant to each double-precision floating-point strided array element and compute the sum using an improved Kahan–Babuška algorithm.,base.strided.dapxsumkbn,Function,false,true,false,blas/ext/base/dapxsum;blas/ext/base/dsumkbn;blas/ext/base/gapxsumkbn;blas/ext/base/sapxsumkbn
blas/ext/base/dapxsumkbn2,Add a scalar constant to each double-precision floating-point strided array element and compute the sum using a second-order iterative Kahan–Babuška algorithm.,base.strided.dapxsumkbn2,Function,false,true,false,blas/ext/base/dapxsum;blas/ext/base/dsumkbn2;blas/ext/base/gapxsumkbn2;blas/ext/base/sapxsumkbn2
blas/ext/base/dapxsumors,Add a scalar constant to each double-precision floating-point strided array element and compute the sum using ordinary recursive summation.,base.strided.dapxsumors,Function,false,true,false,blas/ext/base/dapxsum;blas/ext/base/dsumors;blas/ext/base/gapxsumors;blas/ext/base/sapxsumors
blas/ext/base/dapxsumpw,Add a scalar constant to each double-precision floating-point strided array element and compute the sum using pairwise summation.,base.strided.dapxsumpw,Function,false,true,false,blas/ext/base/dapxsum;blas/ext/base/dsumpw;blas/ext/base/gapxsumpw;blas/ext/base/sapxsumpw
blas/ext/base/dasumpw,Calculate the sum of absolute values (L1 norm) of double-precision floating-point strided array elements using pairwise summation.,base.strided.dasumpw,Function,false,true,false,blas/base/dasum;blas/ext/base/dsumpw;blas/ext/base/gasumpw;blas/ext/base/sasumpw
blas/ext/base/dcircshift,Circularly shift the elements of a double-precision floating-point strided array by a specified number of positions.,,,false,true,false,
blas/ext/base/dcusum,Calculate the cumulative sum of double-precision floating-point strided array elements.,base.strided.dcusum,Function,false,true,false,blas/ext/base/dcusumpw;blas/ext/base/gcusum;blas/ext/base/scusum
blas/ext/base/dcusumkbn,Calculate the cumulative sum of double-precision floating-point strided array elements using an improved Kahan–Babuška algorithm.,base.strided.dcusumkbn,Function,false,true,false,blas/ext/base/dcusum;blas/ext/base/gcusumkbn;blas/ext/base/scusumkbn
blas/ext/base/dcusumkbn2,Calculate the cumulative sum of double-precision floating-point strided array elements using a second-order iterative Kahan–Babuška algorithm.,base.strided.dcusumkbn2,Function,false,true,false,blas/ext/base/dcusum;blas/ext/base/gcusumkbn2;blas/ext/base/scusumkbn2
blas/ext/base/dcusumors,Calculate the cumulative sum of double-precision floating-point strided array elements using ordinary recursive summation.,base.strided.dcusumors,Function,false,true,false,blas/ext/base/dcusum;blas/ext/base/gcusumors;blas/ext/base/scusumors
blas/ext/base/dcusumpw,Calculate the cumulative sum of double-precision floating-point strided array elements using pairwise summation.,base.strided.dcusumpw,Function,false,true,false,blas/ext/base/dcusum;blas/ext/base/gcusumpw;blas/ext/base/scusumpw
blas/ext/base/ddiff,Calculate the k-th discrete forward difference of a double-precision floating-point strided array.,,,false,true,false,
blas/ext/base/dfill,Fill a double-precision floating-point strided array with a specified scalar constant.,base.strided.dfill,Function,false,true,false,blas/ext/base/gfill;blas/ext/base/sfill
blas/ext/base/dindex-of-row,Return the index of the first row in a double-precision floating-point input matrix which has the same elements as a provided search vector.,,,false,true,false,
blas/ext/base/dindex-of,Return the first index of a specified search element in a double-precision floating-point strided array.,,,false,true,false,
blas/ext/base/dlast-index-of,Return the last index of a specified search element in a double-precision floating-point strided array.,,,false,true,false,
blas/ext/base/dlinspace,Fill a double-precision floating-point strided array with linearly spaced values over a specified interval.,,,false,true,false,
blas/ext/base/dnanasum,"Calculate the sum of absolute values (L1 norm) of double-precision floating-point strided array elements, ignoring NaN values.",base.strided.dnanasum,Function,false,true,false,blas/base/dasum;blas/ext/base/dasumpw
blas/ext/base/dnanasumors,"Calculate the sum of absolute values (L1 norm) of double-precision floating-point strided array elements, ignoring NaN values and using ordinary recursive summation.",base.strided.dnanasumors,Function,false,true,false,blas/ext/base/dnanasum
blas/ext/base/dnancount,Calculate the number of non-NaN elements in a double-precision floating-point strided array.,,,false,true,false,
blas/ext/base/dnancusumkbn,Calculate the cumulative sum of double-precision floating-point strided array elements ignoring NaN values and using an improved Kahan–Babuška algorithm.,,,false,true,false,
blas/ext/base/dnannsum,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values.",base.strided.dnannsum,Function,false,true,false,blas/ext/base/dnansum;blas/ext/base/dsum
blas/ext/base/dnannsumkbn,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using an improved Kahan–Babuška algorithm.",base.strided.dnannsumkbn,Function,false,true,false,blas/ext/base/dnannsum;blas/ext/base/dnannsumkbn2;blas/ext/base/dnannsumors;blas/ext/base/dnannsumpw;blas/ext/base/dsumkbn;blas/ext/base/gnannsumkbn
blas/ext/base/dnannsumkbn2,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using a second-order iterative Kahan–Babuška algorithm.",base.strided.dnannsumkbn2,Function,false,true,false,blas/ext/base/dnannsum;blas/ext/base/dnannsumkbn;blas/ext/base/dnannsumors;blas/ext/base/dnannsumpw;blas/ext/base/dsumkbn2
blas/ext/base/dnannsumors,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using ordinary recursive summation.",base.strided.dnannsumors,Function,false,true,false,blas/ext/base/dnannsum;blas/ext/base/dnannsumkbn;blas/ext/base/dnannsumkbn2;blas/ext/base/dnannsumpw;blas/ext/base/dsumors
blas/ext/base/dnannsumpw,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using pairwise summation.",base.strided.dnannsumpw,Function,false,true,false,blas/ext/base/dnannsum;blas/ext/base/dnannsumkbn;blas/ext/base/dnannsumkbn2;blas/ext/base/dnannsumors;blas/ext/base/dsumpw
blas/ext/base/dnansum,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values.",base.strided.dnansum,Function,false,true,false,stats/strided/dnanmean;blas/ext/base/dsum;blas/ext/base/snansum;blas/ext/base/gnansum
blas/ext/base/dnansumkbn,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using an improved Kahan–Babuška algorithm.",base.strided.dnansumkbn,Function,false,true,false,blas/ext/base/dnansum;blas/ext/base/dnansumors;blas/ext/base/dnansumpw;blas/ext/base/dsumkbn;blas/ext/base/gnansumkbn;blas/ext/base/snansumkbn
blas/ext/base/dnansumkbn2,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using a second-order iterative Kahan–Babuška algorithm.",base.strided.dnansumkbn2,Function,false,true,false,blas/ext/base/dnansum;blas/ext/base/dnansumors;blas/ext/base/dnansumpw;blas/ext/base/dsumkbn2;blas/ext/base/gnansumkbn2;blas/ext/base/snansumkbn2
blas/ext/base/dnansumors,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using ordinary recursive summation.",base.strided.dnansumors,Function,false,true,false,blas/ext/base/dnansum;blas/ext/base/dnansumkbn2;blas/ext/base/dnansumpw;blas/ext/base/dsumors;blas/ext/base/gnansumors;blas/ext/base/snansumors
blas/ext/base/dnansumpw,"Calculate the sum of double-precision floating-point strided array elements, ignoring NaN values and using pairwise summation.",base.strided.dnansumpw,Function,false,true,false,blas/ext/base/dnansum;blas/ext/base/dnansumkbn2;blas/ext/base/dnansumors;blas/ext/base/dsumpw;blas/ext/base/gnansumpw;blas/ext/base/snansumpw
blas/ext/base/done-to,Fill a double-precision floating-point strided array with linearly spaced numeric elements which increment by `1` starting from one.,,,false,true,false,
blas/ext/base/drev,Reverse a double-precision floating-point strided array in-place.,base.strided.drev,Function,false,true,false,blas/ext/base/grev;blas/ext/base/srev
blas/ext/base/drrss,Compute the square root of the residual sum of squares of two double-precision floating-point strided arrays.,,,false,true,false,
blas/ext/base/drss,Compute the residual sum of squares of two double-precision floating-point strided arrays.,,,false,true,false,
blas/ext/base/drssbl,Compute the residual sum of squares of two double-precision floating-point strided arrays using Blue's algorithm.,,,false,true,false,
blas/ext/base/drsskbn,Compute the residual sum of squares of two double-precision floating-point strided arrays using an improved Kahan-Babuška algorithm.,,,false,true,false,
blas/ext/base/dsapxsum,Add a constant to each single-precision floating-point strided array element and compute the sum using extended accumulation and returning an extended precision result.,base.strided.dsapxsum,Function,false,true,false,blas/ext/base/dapxsum;blas/ext/base/dssum;blas/ext/base/sapxsum
blas/ext/base/dsapxsumpw,Add a constant to each single-precision floating-point strided array element and compute the sum using pairwise summation with extended accumulation and returning an extended precision result.,base.strided.dsapxsumpw,Function,false,true,false,blas/ext/base/dapxsumpw;blas/ext/base/dsapxsum;blas/ext/base/dssumpw;blas/ext/base/sapxsumpw
blas/ext/base/dsnannsumors,"Calculate the sum of single-precision floating-point strided array elements, ignoring NaN values, using ordinary recursive summation with extended accumulation, and returning an extended precision result.",base.strided.dsnannsumors,Function,false,true,false,blas/ext/base/dnannsumors;blas/ext/base/dsnansumors;blas/ext/base/dssumors
blas/ext/base/dsnansum,"Calculate the sum of single-precision floating-point strided array elements, ignoring NaN values, using extended accumulation, and returning an extended precision result.",base.strided.dsnansum,Function,false,true,false,stats/strided/dsnanmean;blas/ext/base/dssum;blas/ext/base/sdsnansum;blas/ext/base/snansum
blas/ext/base/dsnansumors,"Calculate the sum of single-precision floating-point strided array elements, ignoring NaN values, using ordinary recursive summation with extended accumulation, and returning an extended precision result.",base.strided.dsnansumors,Function,false,true,false,stats/strided/dsnanmeanors;blas/ext/base/dssum;blas/ext/base/dssumors;blas/ext/base/snansumors
blas/ext/base/dsnansumpw,"Calculate the sum of single-precision floating-point strided array elements, ignoring NaN values, using pairwise summation with extended accumulation, and returning an extended precision result.",base.strided.dsnansumpw,Function,false,true,false,blas/ext/base/dnansumpw;blas/ext/base/dssum;blas/ext/base/dssumpw;blas/ext/base/snansumpw
blas/ext/base/dsort,Sort a double-precision floating-point strided array.,,,false,true,false,
blas/ext/base/dsort2hp,Simultaneously sort two double-precision floating-point strided arrays based on the sort order of the first array using heapsort.,base.strided.dsort2hp,Function,false,true,false,blas/ext/base/dsorthp;blas/ext/base/gsort2hp;blas/ext/base/ssort2hp
blas/ext/base/dsort2ins,Simultaneously sort two double-precision floating-point strided arrays based on the sort order of the first array using insertion sort.,base.strided.dsort2ins,Function,false,true,false,blas/ext/base/dsortins;blas/ext/base/gsort2ins;blas/ext/base/ssort2ins
blas/ext/base/dsort2sh,Simultaneously sort two double-precision floating-point strided arrays based on the sort order of the first array using Shellsort.,base.strided.dsort2sh,Function,false,true,false,blas/ext/base/dsortsh;blas/ext/base/gsort2sh;blas/ext/base/ssort2sh
blas/ext/base/dsorthp,Sort a double-precision floating-point strided array using heapsort.,base.strided.dsorthp,Function,false,true,false,blas/ext/base/dsort2hp;blas/ext/base/gsorthp;blas/ext/base/ssorthp
blas/ext/base/dsortins,Sort a double-precision floating-point strided array using insertion sort.,base.strided.dsortins,Function,false,true,false,blas/ext/base/dsort2ins;blas/ext/base/gsortins;blas/ext/base/ssortins
blas/ext/base/dsortsh,Sort a double-precision floating-point strided array using Shellsort.,base.strided.dsortsh,Function,false,true,false,blas/ext/base/dsort2sh;blas/ext/base/gsortsh;blas/ext/base/ssortsh
blas/ext/base/dssum,Calculate the sum of single-precision floating-point strided array elements using extended accumulation and returning an extended precision result.,base.strided.dssum,Function,false,true,false,blas/ext/base/dsnansum;blas/ext/base/sdssum;blas/ext/base/ssum;stats/strided/dsmean
blas/ext/base/dssumors,Calculate the sum of single-precision floating-point strided array elements using ordinary recursive summation with extended accumulation and returning an extended precision result.,base.strided.dssumors,Function,false,true,false,blas/ext/base/dsnansumors;blas/ext/base/dssum;blas/ext/base/dsumors;blas/ext/base/ssumors
blas/ext/base/dssumpw,Calculate the sum of single-precision floating-point strided array elements using pairwise summation with extended accumulation and returning an extended precision result.,base.strided.dssumpw,Function,false,true,false,blas/ext/base/dsnansumpw;blas/ext/base/dssum;blas/ext/base/dsumpw;blas/ext/base/ssumpw
blas/ext/base/dsum,Calculate the sum of double-precision floating-point strided array elements.,base.strided.dsum,Function,false,true,false,blas/base/dasum;stats/strided/dmean;blas/ext/base/dnansum;blas/ext/base/ssum;blas/ext/base/gsum
blas/ext/base/dsumkbn,Calculate the sum of double-precision floating-point strided array elements using an improved Kahan–Babuška algorithm.,base.strided.dsumkbn,Function,false,true,false,blas/ext/base/dnansumkbn;blas/ext/base/dsum;blas/ext/base/dsumkbn2;blas/ext/base/dsumors;blas/ext/base/dsumpw;blas/ext/base/gsumkbn;blas/ext/base/ssumkbn
blas/ext/base/dsumkbn2,Calculate the sum of double-precision floating-point strided array elements using a second-order iterative Kahan–Babuška algorithm.,base.strided.dsumkbn2,Function,false,true,false,blas/ext/base/dnansumkbn2;blas/ext/base/dsum;blas/ext/base/dsumkbn;blas/ext/base/dsumors;blas/ext/base/dsumpw;blas/ext/base/gsumkbn2;blas/ext/base/ssumkbn2
blas/ext/base/dsumors,Calculate the sum of double-precision floating-point strided array elements using ordinary recursive summation.,base.strided.dsumors,Function,false,true,false,blas/ext/base/dnansumors;blas/ext/base/dsum;blas/ext/base/dsumkbn2;blas/ext/base/dsumpw;blas/ext/base/gsumors;blas/ext/base/ssumors
blas/ext/base/dsumpw,Calculate the sum of double-precision floating-point strided array elements using pairwise summation.,base.strided.dsumpw,Function,false,true,false,blas/ext/base/dnansumpw;blas/ext/base/dsum;blas/ext/base/dsumkbn2;blas/ext/base/dsumors;blas/ext/base/gsumpw;blas/ext/base/ssumpw
blas/ext/base/dunitspace,Fill a double-precision floating-point strided array with linearly spaced numeric elements which increment by `1` starting from a specified value.,,,false,true,false,
blas/ext/base/dvander,Generate a double-precision floating-point Vandermonde matrix.,,,false,true,false,
blas/ext/base/dzero-to,Fill a double-precision floating-point strided array with linearly spaced numeric elements which increment by `1` starting from zero.,,,false,true,false,
blas/ext/base/gapx,Add a scalar constant to each element in a strided array.,base.strided.gapx,Function,false,false,false,blas/ext/base/dapx;blas/ext/base/sapx
blas/ext/base/gapxsum,Add a scalar constant to each strided array element and compute the sum.,base.strided.gapxsum,Function,false,false,false,blas/ext/base/dapxsum;blas/ext/base/gapxsumpw;blas/ext/base/gsum;blas/ext/base/sapxsum
blas/ext/base/gapxsumkbn,Add a scalar constant to each strided array element and compute the sum using an improved Kahan–Babuška algorithm.,base.strided.gapxsumkbn,Function,false,false,false,blas/ext/base/dapxsumkbn;blas/ext/base/gapxsum;blas/ext/base/gsumkbn;blas/ext/base/sapxsumkbn
blas/ext/base/gapxsumkbn2,Add a scalar constant to each strided array element and compute the sum using a second-order iterative Kahan–Babuška algorithm.,base.strided.gapxsumkbn2,Function,false,false,false,blas/ext/base/dapxsumkbn2;blas/ext/base/gapxsum;blas/ext/base/gsumkbn2;blas/ext/base/sapxsumkbn2
blas/ext/base/gapxsumors,Add a scalar constant to each strided array element and compute the sum using ordinary recursive summation.,base.strided.gapxsumors,Function,false,false,false,blas/ext/base/dapxsumors;blas/ext/base/gapxsum;blas/ext/base/gsumors;blas/ext/base/sapxsumors
blas/ext/base/gapxsumpw,Add a scalar constant to each strided array element and compute the sum using pairwise summation.,base.strided.gapxsumpw,Function,false,false,false,blas/ext/base/dapxsumpw;blas/ext/base/gapxsum;blas/ext/base/gsumpw;blas/ext/base/sapxsumpw
blas/ext/base/gasumpw,Calculate the sum of absolute values (L1 norm) of strided array elements using pairwise summation.,base.strided.gasumpw,Function,false,false,false,blas/base/gasum;blas/ext/base/dasumpw;blas/ext/base/gsumpw;blas/ext/base/sasumpw
blas/ext/base/gcircshift,Circularly shift the elements of a strided array by a specified number of positions.,,,false,false,false,
blas/ext/base/gconjoin,Return a string created by joining strided array elements into a human-readable list using a conjunction.,,,false,false,false,
blas/ext/base/gcusum,Calculate the cumulative sum of strided array elements.,base.strided.gcusum,Function,false,false,false,blas/ext/base/dcusum;blas/ext/base/gcusumpw;blas/ext/base/scusum
blas/ext/base/gcusumkbn,Calculate the cumulative sum of strided array elements using an improved Kahan–Babuška algorithm.,base.strided.gcusumkbn,Function,false,false,false,blas/ext/base/dcusumkbn;blas/ext/base/gcusum;blas/ext/base/gcusumkbn2;blas/ext/base/scusumkbn
blas/ext/base/gcusumkbn2,Calculate the cumulative sum of strided array elements using a second-order iterative Kahan–Babuška algorithm.,base.strided.gcusumkbn2,Function,false,false,false,blas/ext/base/dcusumkbn2;blas/ext/base/gcusum;blas/ext/base/gcusumkbn;blas/ext/base/scusumkbn2
blas/ext/base/gcusumors,Calculate the cumulative sum of strided array elements using ordinary recursive summation.,base.strided.gcusumors,Function,false,false,false,blas/ext/base/dcusumors;blas/ext/base/gcusum;blas/ext/base/gcusumpw;blas/ext/base/scusumors
blas/ext/base/gcusumpw,Calculate the cumulative sum of strided array elements using pairwise summation.,base.strided.gcusumpw,Function,false,false,false,blas/ext/base/dcusumpw;blas/ext/base/gcusum;blas/ext/base/scusumpw
blas/ext/base/gfill-by,Fill a strided array according to a provided callback function.,base.strided.gfillBy,Function,false,false,false,blas/ext/base/gfill
blas/ext/base/gfill,Fill a strided array with a specified scalar constant.,base.strided.gfill,Function,false,false,false,blas/ext/base/dfill;blas/ext/base/sfill
blas/ext/base/gfind-index,Return the index of the first element which passes a test implemented by a predicate function.,,,false,false,false,
blas/ext/base/gfind-last-index,Return the index of the last element which passes a test implemented by a predicate function.,,,false,false,false,
blas/ext/base/gindex-of-column,Return the index of the first column in an input matrix which has the same elements as a provided search vector.,,,false,false,false,
blas/ext/base/gindex-of-row,Return the index of the first row in an input matrix which has the same elements as a provided search vector.,,,false,false,false,
blas/ext/base/gindex-of,Return the first index of a specified search element in a strided array.,,,false,false,false,
blas/ext/base/gjoin-between,Return a string by joining strided array elements using a specified separator for each pair of consecutive elements.,,,false,false,false,
blas/ext/base/gjoin,Return a string created by joining strided array elements using a specified separator.,,,false,false,false,
blas/ext/base/glast-index-of,Return the last index of a specified search element in a strided array.,,,false,false,false,
blas/ext/base/glinspace,Fill a strided array with linearly spaced values over a specified interval.,,,false,false,false,
blas/ext/base/gnancount,Calculate the number of non-`NaN` elements in a strided array.,,,false,false,false,
blas/ext/base/gnannsumkbn,"Calculate the sum of strided array elements, ignoring NaN values and using an improved Kahan–Babuška algorithm.",base.strided.gnannsumkbn,Function,false,false,false,blas/ext/base/dnannsumkbn
blas/ext/base/gnannsumpw,"Calculate the sum of strided array elements, ignoring NaN values and using pairwise summation.",,,false,false,false,
blas/ext/base/gnansum,"Calculate the sum of strided array elements, ignoring NaN values.",base.strided.gnansum,Function,false,false,false,blas/ext/base/dnansum;blas/ext/base/snansum;blas/ext/base/gsum;stats/strided/nanmean
blas/ext/base/gnansumkbn,"Calculate the sum of strided array elements, ignoring NaN values and using an improved Kahan–Babuška algorithm.",base.strided.gnansumkbn,Function,false,false,false,blas/ext/base/dnansumkbn;blas/ext/base/gnansum;blas/ext/base/gnansumkbn2;blas/ext/base/gnansumors;blas/ext/base/gnansumpw;blas/ext/base/gsumkbn;blas/ext/base/snansumkbn
blas/ext/base/gnansumkbn2,"Calculate the sum of strided array elements, ignoring NaN values and using a second-order iterative Kahan–Babuška algorithm.",base.strided.gnansumkbn2,Function,false,false,false,blas/ext/base/dnansumkbn2;blas/ext/base/gnansum;blas/ext/base/gnansumkbn;blas/ext/base/gnansumors;blas/ext/base/gnansumpw;blas/ext/base/gsumkbn2;blas/ext/base/snansumkbn2
blas/ext/base/gnansumors,"Calculate the sum of strided array elements, ignoring NaN values and using ordinary recursive summation.",base.strided.gnansumors,Function,false,false,false,blas/ext/base/dnansumors;blas/ext/base/gnansum;blas/ext/base/gnansumkbn2;blas/ext/base/gnansumpw;blas/ext/base/gsumors;blas/ext/base/snansumors
blas/ext/base/gnansumpw,"Calculate the sum of strided array elements, ignoring NaN values and using pairwise summation.",base.strided.gnansumpw,Function,false,false,false,blas/ext/base/dnansumpw;blas/ext/base/gnansum;blas/ext/base/gnansumkbn2;blas/ext/base/gnansumors;blas/ext/base/gsumpw;blas/ext/base/snansumpw
blas/ext/base/gone-to,Fill a strided array with linearly spaced numeric elements which increment by `1` starting from one.,,,false,false,false,
blas/ext/base/greplicate,Replicate each strided array element a specified number of times.,,,false,false,false,
blas/ext/base/grev,Reverse a strided array in-place.,base.strided.grev,Function,false,false,false,blas/ext/base/drev;blas/ext/base/srev
blas/ext/base/gsort,Sort a strided array.,,,false,false,false,
blas/ext/base/gsort2hp,Simultaneously sort two strided arrays based on the sort order of the first array using heapsort.,base.strided.gsort2hp,Function,false,false,false,blas/ext/base/dsort2hp;blas/ext/base/gsorthp;blas/ext/base/ssort2hp
blas/ext/base/gsort2ins,Simultaneously sort two strided arrays based on the sort order of the first array using insertion sort.,base.strided.gsort2ins,Function,false,false,false,blas/ext/base/dsort2ins;blas/ext/base/gsortins;blas/ext/base/ssort2ins
blas/ext/base/gsort2sh,Simultaneously sort two strided arrays based on the sort order of the first array using Shellsort.,base.strided.gsort2sh,Function,false,false,false,blas/ext/base/dsort2sh;blas/ext/base/gsortsh;blas/ext/base/ssort2sh
